ticket_id,customer_id,category,priority,status,created_date,resolved_date,resolution_time_hours,satisfaction_score,description
TKT02634,CUST0039,Performance,High,Resolved,2022-04-23,2022-04-24,31.4,,Bulk data export is timing out for large datasets.
TKT02635,CUST0024,Account Management,Medium,Open,2024-08-18,2024-08-19,30.8,4.0,We need to update our billing contact information.
TKT02636,CUST0134,Technical Issue,Low,In Progress,2022-09-06,2022-09-08,64.0,3.0,Notifications are not being delivered to our team emails.
TKT02637,CUST0242,Feature Request,Medium,Resolved,2025-05-10,2025-05-10,11.7,3.0,We'd love a Slack integration for real-time alerts.
TKT02638,CUST0494,Onboarding,Medium,Resolved,2025-11-17,2025-11-18,25.6,3.0,We are stuck on the data migration step — need guidance.
TKT02639,CUST0109,Billing,Low,Resolved,2024-09-29,2024-10-01,62.0,3.0,Requesting a refund for unused seats on our plan.
TKT02640,CUST0126,Account Management,Low,Resolved,2023-10-07,2023-10-11,99.0,1.0,We need to update our billing contact information.
TKT02641,CUST0416,Technical Issue,Low,Resolved,2023-03-24,2023-03-25,25.8,,Login page throws an error when using SSO.
TKT02642,CUST0444,Onboarding,Low,Resolved,2024-03-22,2024-03-24,48.7,1.0,We are stuck on the data migration step — need guidance.
TKT02643,CUST0116,Billing,High,Resolved,2022-02-08,2022-02-08,23.4,4.0,Can you clarify the pricing for adding more users?
TKT02644,CUST0093,Account Management,Medium,Resolved,2023-04-07,2023-04-07,23.9,3.0,Can we change the primary account admin?
TKT02645,CUST0010,Billing,Low,Resolved,2024-07-08,2024-07-11,92.8,,Can you clarify the pricing for adding more users?
TKT02646,CUST0287,Account Management,Low,Resolved,2025-05-07,2025-05-10,74.3,,We'd like to upgrade from Growth to Enterprise plan.
TKT02647,CUST0199,Billing,High,Resolved,2023-04-29,2023-04-29,20.0,,The upgrade price shown in the app is different from what I was charged.
TKT02648,CUST0458,Onboarding,Low,Escalated,2025-07-19,2025-07-22,77.5,5.0,We need help setting up user roles and permissions.
TKT02649,CUST0004,Onboarding,Medium,Resolved,2023-02-24,2023-02-25,35.6,4.0,Our team hasn't received the onboarding training invite.
TKT02650,CUST0106,Feature Request,Low,Resolved,2024-04-03,2024-04-06,75.1,4.0,We'd love a Slack integration for real-time alerts.
TKT02651,CUST0432,Account Management,Medium,Resolved,2024-02-13,2024-02-14,45.5,3.0,We'd like to upgrade from Growth to Enterprise plan.
TKT02652,CUST0415,Performance,High,Resolved,2022-07-25,2022-07-25,6.6,3.0,API response times have increased significantly this week.
TKT02653,CUST0104,Billing,High,Escalated,2025-04-16,2025-04-16,20.4,3.0,Requesting a refund for unused seats on our plan.
TKT02654,CUST0245,Feature Request,Low,Resolved,2023-02-17,2023-02-19,48.3,4.0,We need custom date range filters in the reports section.
TKT02655,CUST0122,Integration,Low,Resolved,2024-02-26,2024-02-27,40.2,4.0,We need help setting up the webhook for order updates.
TKT02656,CUST0114,Integration,Low,Resolved,2023-10-18,2023-10-21,86.9,,The Salesforce integration is not syncing contacts properly.
TKT02657,CUST0283,Feature Request,Low,Open,2022-10-18,2022-10-22,116.9,1.0,We'd love a Slack integration for real-time alerts.
TKT02658,CUST0221,Integration,Low,Resolved,2022-09-06,2022-09-07,43.3,3.0,Zapier connection keeps timing out.
TKT02659,CUST0394,Performance,High,In Progress,2024-01-29,2024-01-30,33.7,3.0,Dashboard charts lag when we have more than 5 filters active.
TKT02660,CUST0148,Performance,Low,Resolved,2022-07-20,2022-07-22,60.1,5.0,Reports are taking over 2 minutes to load.
TKT02661,CUST0087,Billing,Low,Resolved,2023-12-14,2023-12-15,31.6,5.0,I was charged twice this month for my subscription.
TKT02662,CUST0009,Account Management,Medium,Resolved,2024-09-23,2024-09-24,38.6,,We'd like to upgrade from Growth to Enterprise plan.
TKT02663,CUST0381,Integration,High,In Progress,2024-03-09,2024-03-09,19.9,5.0,Our API key stopped working after a password reset.
TKT02664,CUST0144,Onboarding,Low,Resolved,2024-03-12,2024-03-14,70.6,5.0,We need help setting up user roles and permissions.
TKT02665,CUST0146,Technical Issue,Medium,In Progress,2025-10-12,2025-10-13,25.3,5.0,Notifications are not being delivered to our team emails.
TKT02666,CUST0328,Onboarding,High,Escalated,2022-12-04,2022-12-04,2.2,4.0,We need help setting up user roles and permissions.
TKT02667,CUST0042,Billing,High,Resolved,2024-02-25,2024-02-25,19.2,4.0,The upgrade price shown in the app is different from what I was charged.
TKT02668,CUST0152,Billing,Low,Resolved,2022-10-20,2022-10-23,76.0,5.0,The upgrade price shown in the app is different from what I was charged.
TKT02669,CUST0465,Integration,High,Resolved,2023-08-29,2023-08-29,9.4,,Our API key stopped working after a password reset.
TKT02670,CUST0189,Feature Request,Low,In Progress,2025-02-20,2025-02-23,93.2,,Would be great to have a mobile app version.
TKT02671,CUST0219,Performance,Medium,Resolved,2023-09-17,2023-09-18,26.8,4.0,Bulk data export is timing out for large datasets.
TKT02672,CUST0230,Performance,Low,Resolved,2023-06-05,2023-06-06,38.6,3.0,API response times have increased significantly this week.
TKT02673,CUST0267,Technical Issue,Low,Resolved,2022-04-27,2022-04-29,70.4,,Login page throws an error when using SSO.
TKT02674,CUST0227,Billing,Low,Resolved,2023-02-10,2023-02-12,54.1,3.0,The upgrade price shown in the app is different from what I was charged.
TKT02675,CUST0220,Billing,Low,Resolved,2024-01-14,2024-01-15,36.2,3.0,I was charged twice this month for my subscription.
TKT02676,CUST0381,Billing,Medium,Resolved,2023-01-17,2023-01-18,47.8,5.0,Requesting a refund for unused seats on our plan.
TKT02677,CUST0036,Onboarding,Medium,Resolved,2025-10-22,2025-10-22,14.8,4.0,We need help setting up user roles and permissions.
TKT02678,CUST0395,Integration,Low,Open,2022-12-04,2022-12-08,102.2,2.0,Zapier connection keeps timing out.
TKT02679,CUST0313,Performance,Medium,Resolved,2025-07-15,2025-07-16,44.2,,API response times have increased significantly this week.
TKT02680,CUST0300,Onboarding,Medium,Open,2023-12-26,2023-12-27,25.4,,We are stuck on the data migration step — need guidance.
TKT02681,CUST0483,Onboarding,Low,Resolved,2023-07-23,2023-07-26,75.9,4.0,Can someone walk us through connecting our CRM?
TKT02682,CUST0285,Account Management,Medium,In Progress,2022-12-14,2022-12-15,34.0,,We'd like to upgrade from Growth to Enterprise plan.
TKT02683,CUST0030,Performance,Medium,Open,2025-08-21,2025-08-23,68.3,3.0,The platform is very slow during peak hours (9-11am EST).
TKT02684,CUST0425,Integration,Medium,Resolved,2022-11-14,2022-11-15,35.6,2.0,HubSpot integration is duplicating records.
TKT02685,CUST0005,Technical Issue,Medium,Resolved,2025-07-11,2025-07-11,21.4,4.0,Our data sync stopped working after the last update.
TKT02686,CUST0440,Technical Issue,Medium,Open,2023-11-15,2023-11-15,21.8,,Notifications are not being delivered to our team emails.
TKT02687,CUST0173,Account Management,Medium,Open,2025-01-04,2025-01-05,38.5,,We need to update our billing contact information.
TKT02688,CUST0271,Billing,High,Open,2023-01-16,2023-01-16,13.7,,Can you clarify the pricing for adding more users?
TKT02689,CUST0452,Billing,High,In Progress,2023-11-25,2023-11-25,10.1,4.0,My invoice doesn't match the amount on my credit card.
TKT02690,CUST0376,Performance,Medium,Resolved,2022-04-19,2022-04-19,17.1,4.0,Reports are taking over 2 minutes to load.
TKT02691,CUST0221,Performance,Medium,In Progress,2024-04-02,2024-04-03,31.7,3.0,API response times have increased significantly this week.
TKT02692,CUST0063,Performance,Low,Resolved,2022-01-27,2022-02-01,135.7,4.0,Reports are taking over 2 minutes to load.
TKT02693,CUST0249,Feature Request,Critical,Resolved,2023-09-20,2023-09-20,3.4,3.0,We need custom date range filters in the reports section.
TKT02694,CUST0060,Feature Request,Low,Resolved,2024-07-20,2024-07-23,81.5,5.0,Please add a dark mode option to the dashboard.
TKT02695,CUST0396,Performance,High,Resolved,2023-10-13,2023-10-13,18.4,4.0,Dashboard charts lag when we have more than 5 filters active.
TKT02696,CUST0307,Onboarding,Medium,Open,2025-02-27,2025-02-28,36.9,2.0,Our team hasn't received the onboarding training invite.
TKT02697,CUST0112,Technical Issue,Critical,Resolved,2023-04-13,2023-04-13,4.4,,Notifications are not being delivered to our team emails.
TKT02698,CUST0342,Billing,Medium,Resolved,2024-04-10,2024-04-11,38.6,3.0,Requesting a refund for unused seats on our plan.
TKT02699,CUST0120,Feature Request,Low,In Progress,2024-07-07,2024-07-09,52.6,3.0,Can you add a bulk user import via CSV?
TKT02700,CUST0400,Integration,Medium,Resolved,2025-11-24,2025-11-25,29.9,5.0,We need help setting up the webhook for order updates.
TKT02701,CUST0182,Account Management,Medium,Resolved,2022-06-27,2022-06-28,31.3,3.0,Can we change the primary account admin?
TKT02702,CUST0096,Account Management,Low,Resolved,2023-05-08,2023-05-10,55.8,3.0,Please help us set up SSO for our organization.
TKT02703,CUST0024,Billing,Low,Resolved,2022-06-04,2022-06-06,61.8,,Requesting a refund for unused seats on our plan.
TKT02704,CUST0177,Account Management,Medium,Resolved,2022-09-02,2022-09-03,40.2,3.0,Please help us set up SSO for our organization.
TKT02705,CUST0056,Performance,Critical,Resolved,2024-08-02,2024-08-02,3.7,3.0,Dashboard charts lag when we have more than 5 filters active.
TKT02706,CUST0237,Integration,Medium,In Progress,2023-04-14,2023-04-16,59.7,3.0,Our API key stopped working after a password reset.
TKT02707,CUST0407,Onboarding,High,Open,2024-07-14,2024-07-15,35.0,1.0,We are stuck on the data migration step — need guidance.
TKT02708,CUST0263,Integration,Medium,Resolved,2022-12-27,2022-12-28,24.2,,The Salesforce integration is not syncing contacts properly.
TKT02709,CUST0445,Performance,Medium,Resolved,2025-05-22,2025-05-23,30.0,1.0,Reports are taking over 2 minutes to load.
TKT02710,CUST0342,Feature Request,Medium,Resolved,2022-08-02,2022-08-03,24.2,3.0,Would be great to have a mobile app version.
TKT02711,CUST0025,Performance,High,Open,2023-06-26,2023-06-26,21.7,5.0,Reports are taking over 2 minutes to load.
TKT02712,CUST0344,Technical Issue,Low,Open,2024-04-03,2024-04-06,82.1,,Notifications are not being delivered to our team emails.
TKT02713,CUST0222,Billing,Medium,Resolved,2023-06-22,2023-06-23,35.7,,Can you clarify the pricing for adding more users?
TKT02714,CUST0392,Account Management,Medium,Resolved,2023-02-17,2023-02-17,11.1,5.0,We need to add 10 more user seats to our plan.
TKT02715,CUST0098,Onboarding,High,Resolved,2022-11-07,2022-11-07,23.9,,We are stuck on the data migration step — need guidance.
TKT02716,CUST0004,Performance,Low,Resolved,2025-08-08,2025-08-10,61.8,4.0,API response times have increased significantly this week.
TKT02717,CUST0042,Onboarding,Low,Resolved,2024-04-24,2024-04-25,42.4,,Can someone walk us through connecting our CRM?
TKT02718,CUST0354,Onboarding,Medium,Resolved,2022-07-16,2022-07-16,16.1,,Can someone walk us through connecting our CRM?
TKT02719,CUST0455,Performance,Low,Resolved,2024-09-25,2024-09-28,82.3,3.0,API response times have increased significantly this week.
TKT02720,CUST0177,Technical Issue,Medium,In Progress,2023-01-15,2023-01-15,22.6,3.0,The dashboard is not loading — getting a 504 error.
TKT02721,CUST0046,Technical Issue,Medium,Resolved,2022-05-10,2022-05-11,24.3,3.0,Notifications are not being delivered to our team emails.
TKT02722,CUST0468,Performance,Medium,Resolved,2024-12-03,2024-12-04,41.9,,API response times have increased significantly this week.
TKT02723,CUST0307,Billing,Medium,Resolved,2024-04-27,2024-04-29,71.3,1.0,I was charged twice this month for my subscription.
TKT02724,CUST0016,Technical Issue,Medium,Resolved,2024-05-04,2024-05-05,27.2,,Notifications are not being delivered to our team emails.
TKT02725,CUST0125,Onboarding,Medium,Resolved,2023-03-30,2023-03-31,32.1,5.0,We need help setting up user roles and permissions.
TKT02726,CUST0388,Billing,High,Resolved,2022-11-14,2022-11-15,37.2,4.0,Can you clarify the pricing for adding more users?
TKT02727,CUST0218,Integration,Medium,Resolved,2025-04-30,2025-04-30,20.7,4.0,HubSpot integration is duplicating records.
TKT02728,CUST0077,Technical Issue,High,In Progress,2022-12-24,2022-12-24,2.9,,Export to CSV is producing empty files.
TKT02729,CUST0213,Billing,High,Escalated,2022-06-25,2022-06-25,15.2,2.0,My invoice doesn't match the amount on my credit card.
TKT02730,CUST0419,Performance,Medium,Resolved,2025-02-05,2025-02-05,9.2,4.0,Dashboard charts lag when we have more than 5 filters active.
TKT02731,CUST0044,Feature Request,Medium,Resolved,2022-06-08,2022-06-09,42.0,3.0,Please add a dark mode option to the dashboard.
TKT02732,CUST0054,Account Management,Low,Resolved,2025-02-24,2025-02-25,38.5,4.0,We need to update our billing contact information.
TKT02733,CUST0258,Feature Request,Medium,Open,2023-03-15,2023-03-16,40.7,5.0,We need custom date range filters in the reports section.
TKT02734,CUST0246,Technical Issue,High,Open,2022-09-24,2022-09-24,19.6,4.0,The dashboard is not loading — getting a 504 error.
TKT02735,CUST0499,Account Management,Low,Resolved,2025-08-24,2025-08-27,73.4,5.0,Can we change the primary account admin?
TKT02736,CUST0292,Account Management,Medium,Resolved,2024-05-23,2024-05-24,35.8,1.0,Please help us set up SSO for our organization.
TKT02737,CUST0129,Performance,Low,Open,2024-04-30,2024-05-03,85.0,2.0,Dashboard charts lag when we have more than 5 filters active.
TKT02738,CUST0427,Feature Request,Medium,Resolved,2022-06-25,2022-06-26,44.2,4.0,Can you add a bulk user import via CSV?
TKT02739,CUST0232,Onboarding,Medium,Resolved,2024-12-10,2024-12-10,22.5,,We need help setting up user roles and permissions.
TKT02740,CUST0174,Integration,Low,Resolved,2022-05-31,2022-06-02,62.6,5.0,Zapier connection keeps timing out.
TKT02741,CUST0160,Integration,High,Resolved,2022-12-07,2022-12-07,6.2,4.0,The Salesforce integration is not syncing contacts properly.
TKT02742,CUST0138,Feature Request,Medium,Resolved,2023-01-09,2023-01-10,35.3,4.0,We'd love a Slack integration for real-time alerts.
TKT02743,CUST0246,Account Management,Medium,In Progress,2025-06-19,2025-06-19,21.3,5.0,We need to update our billing contact information.
TKT02744,CUST0468,Onboarding,High,Open,2022-01-07,2022-01-08,37.1,4.0,Our team hasn't received the onboarding training invite.
TKT02745,CUST0302,Feature Request,Low,Resolved,2024-11-06,2024-11-09,95.5,3.0,Please add a dark mode option to the dashboard.
TKT02746,CUST0131,Billing,Medium,Open,2024-06-14,2024-06-16,51.9,1.0,Can you clarify the pricing for adding more users?
TKT02747,CUST0164,Feature Request,High,In Progress,2022-02-01,2022-02-01,13.5,3.0,Would be great to have a mobile app version.
TKT02748,CUST0237,Billing,High,Resolved,2024-10-25,2024-10-25,10.5,1.0,My invoice doesn't match the amount on my credit card.
TKT02749,CUST0156,Billing,Low,In Progress,2024-08-22,2024-08-25,81.2,3.0,Requesting a refund for unused seats on our plan.
TKT02750,CUST0034,Onboarding,Medium,Resolved,2024-01-17,2024-01-18,36.2,4.0,Our team hasn't received the onboarding training invite.
TKT02751,CUST0285,Billing,Critical,Resolved,2025-11-04,2025-11-04,11.8,1.0,Requesting a refund for unused seats on our plan.
TKT02752,CUST0447,Feature Request,Critical,Resolved,2024-09-07,2024-09-07,4.0,3.0,We'd love a Slack integration for real-time alerts.
TKT02753,CUST0208,Billing,High,Resolved,2024-06-02,2024-06-03,35.9,4.0,I was charged twice this month for my subscription.
TKT02754,CUST0100,Billing,Medium,Resolved,2024-04-11,2024-04-11,14.1,3.0,Requesting a refund for unused seats on our plan.
TKT02755,CUST0193,Integration,Medium,Resolved,2025-04-23,2025-04-23,18.6,,Zapier connection keeps timing out.
TKT02756,CUST0354,Account Management,Medium,Resolved,2025-06-23,2025-06-24,47.0,4.0,We'd like to upgrade from Growth to Enterprise plan.
TKT02757,CUST0403,Billing,Medium,Resolved,2023-01-26,2023-01-26,18.7,4.0,I was charged twice this month for my subscription.
TKT02758,CUST0121,Account Management,Medium,Escalated,2022-11-19,2022-11-20,40.5,5.0,We need to update our billing contact information.
TKT02759,CUST0302,Onboarding,Medium,Resolved,2022-04-13,2022-04-14,29.9,5.0,We are stuck on the data migration step — need guidance.
TKT02760,CUST0388,Feature Request,Medium,Resolved,2022-03-16,2022-03-17,31.3,,We'd love a Slack integration for real-time alerts.
TKT02761,CUST0115,Feature Request,Medium,Resolved,2023-06-17,2023-06-17,21.3,,We need custom date range filters in the reports section.
TKT02762,CUST0289,Technical Issue,High,Resolved,2025-06-08,2025-06-08,3.2,,Notifications are not being delivered to our team emails.
TKT02763,CUST0012,Integration,Medium,Resolved,2023-08-20,2023-08-20,19.8,3.0,Zapier connection keeps timing out.
TKT02764,CUST0102,Feature Request,Critical,Resolved,2025-12-31,2025-12-31,3.3,5.0,Would be great to have a mobile app version.
